Sample	Run	Lab	Type	Date	North	West
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0001-IG-AOI-ST-5-R1-Vert_S9_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.18070841	49.54446538
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0002-IG-AOI-ST-5-R2-Vert_S21_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.18070841	49.54446538
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0003-IG-AOI-ST-5-R3-Vert_S33_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.18070841	49.54446538
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0004-IG-AOI-ST-5-DUP-Vert_S45_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.18070841	49.54446538
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0005-IG-XAOI-ST-18-R1-Vert_S57_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.16064238	49.53951352
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0006-IG-XAOI-ST-18-R2-Vert_S69_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.16064238	49.53951352
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0007-IG-XAOI-ST-18-R3-Vert_S80_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-21	-92.16064238	49.53951352
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0008-IG-XAOI-ST-18-NEG-Vert_S91_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-21	-92.16064238	49.53951352
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0013-IG-AOI-ST-8-R1-Vert_S58_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.1869337	49.54703649
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0014-IG-AOI-ST-8-R2-Vert_S70_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.1869337	49.54703649
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0015-IG-AOI-ST-8-R3-Vert_S81_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.1869337	49.54703649
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0017-IG-AOI-ST-8-NEG-Vert_S11_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-22	-92.1869337	49.54703649
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0018-IG-AOI-ST-7-R1-Vert_S23_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.18339953	49.5447715
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0019-IG-AOI-ST-7-R2-Vert_S35_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.18339953	49.5447715
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0020-IG-AOI-ST-7-R3-Vert_S47_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.18339953	49.5447715
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0021-IG-XAOI-ST-1-R1-Vert_S59_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.3199264	49.55549686
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0022-IG-XAOI-ST-1-R2-Vert_S71_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.3199264	49.55549686
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0023-IG-XAOI-ST-1-R3-Vert_S82_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-22	-92.3199264	49.55549686
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0024-IG-XAOI-ST-1-NEG-Vert_S93_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-22	-92.3199264	49.55549686
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0025-IG-XAOI-LK-1-R1-Vert_S12_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-23	-92.21677367	49.56332678
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0026-IG-XAOI-LK-1-R2-Vert_S24_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-23	-92.21677367	49.56332678
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0027-IG-XAOI-LK-1-R3-Vert_S36_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-23	-92.21677367	49.56332678
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0028-IG-XAOI-LK-1-NEG-Vert_S48_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-23	-92.21677367	49.56332678
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0029-IG-XAOI-WS-38-R1-Vert_S60_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-24	-92.1990366	49.52996307
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0030-IG-XAOI-WS-38-R2-Vert_S72_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-24	-92.1990366	49.52996307
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0031-IG-XAOI-WS-38-R3-Vert_S83_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-24	-92.1990366	49.52996307
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0032-IG-XAOI-WS-38-NEG-Vert_S94_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-24	-92.1990366	49.52996307
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0033-IG-XAOI-WS-5-R1-Vert_S95_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-25	-92.16171884	49.54047704
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0034-IG-XAOI-WS-5-R2-Vert_S107_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-25	-92.16171884	49.54047704
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0035-IG-XAOI-WS-5-R3-Vert_S119_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-25	-92.16171884	49.54047704
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0036-IG-XAOI-WP-4-R1-Vert_S131_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-26	-92.17038872	49.52666825
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0037-IG-XAOI-WP-4-R2-Vert_S143_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-26	-92.17038872	49.52666825
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0038-IG-XAOI-WP-4-R3-Vert_S155_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-26	-92.17038872	49.52666825
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0039-IG-XAOI-WP-4-DUP-Vert_S167_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-26	-92.17038872	49.52666825
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0040-IG-AOI-ST-13-R1-Vert_S177_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22805442	49.53253546
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0041-IG-AOI-ST-13-R2-Vert_S96_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22805442	49.53253546
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0042-IG-AOI-ST-13-R3-Vert_S108_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22805442	49.53253546
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0043-IG-AOI-ST-13-DUP-Vert_S120_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22805442	49.53253546
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0044-IG-AOI-WP-10-R1-Vert_S132_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22885103	49.53345058
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0045-IG-AOI-WP-10-R2-Vert_S144_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22885103	49.53345058
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0046-IG-AOI-WP-10-R3-Vert_S156_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-27	-92.22885103	49.53345058
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0047-IG-AOI-WP-10-NEG-Vert_S168_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-27	-92.22885103	49.53345058
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0048-IG-XAOI-ST-2-R1-Vert_S178_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.28870567	49.49572989
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0049-IG-XAOI-ST-2-R2-Vert_S97_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.28870567	49.49572989
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0050-IG-XAOI-ST-2-R3-Vert_S109_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.28870567	49.49572989
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0051-IG-XAOI-ST-2-DUP-Vert_S121_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.28870567	49.49572989
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0052-IG-XAOI-WM-6-R1-Vert_S133_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.30158642	49.47575616
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0053-IG-XAOI-WM-6-R2-Vert_S145_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.30158642	49.47575616
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0054-IG-XAOI-WM-6-R3-Vert_S157_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-28	-92.30158642	49.47575616
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0055-IG-XAOI-WM-6-NEG-Vert_S169_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Field NEG	2021-07-28	-92.30158642	49.47575616
2023_03_17_2216_21-085597-NMWO-run1-303295010_Merge_SEP_21-085597-0056-IG-AOI-ST-6-R1-Vert_S179_L001	21-085597-NMWO-run1-303295010	Guelph - AFL	Sample	2021-07-29	-92.20182658	49.55123161
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0057-IG-AOI-ST-6-R2-Vert_S9_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.20182658	49.55123161
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0058-IG-AOI-ST-6-R3-Vert_S21_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.20182658	49.55123161
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0059-IG-AOI-ST-6-DUP-Vert_S33_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.20182658	49.55123161
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0060-IG-XAOI-ST-7-R1-Vert_S45_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.24939705	49.56400287
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0061-IG-XAOI-ST-7-R2-Vert_S57_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.24939705	49.56400287
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0062-IG-XAOI-ST-7-R3-Vert_S69_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-29	-92.24939705	49.56400287
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0063-IG-AOI-L1-08-R1-Vert_S81_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-30	-92.16457683	49.53532586
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0064-IG-AOI-L1-08-R2-Vert_S92_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-30	-92.16457683	49.53532586
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0066-IG-AOI-L1-08-DUP-Vert_S22_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-30	-92.16457683	49.53532586
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0067-IG-AOI-L1-08-NEG-Vert_S34_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Field NEG	2021-07-30	-92.16457683	49.53532586
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0068-IG-AOI-L0-4-R1-Vert_S46_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18729205	49.52389235
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0069-IG-AOI-L0-4-R2-Vert_S58_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18729205	49.52389235
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0070-IG-AOI-L0-4-R3-Vert_S70_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18729205	49.52389235
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0071-IG-AOI-L0-4-NEG-Vert_S82_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Field NEG	2021-07-31	-92.18729205	49.52389235
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0072-IG-AOI-ST-11-R1-Vert_S93_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18369791	49.52432292
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0073-IG-AOI-ST-11-R2-Vert_S11_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18369791	49.52432292
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0074-IG-AOI-ST-11-R3-Vert_S23_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18369791	49.52432292
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0075-IG-AOI-L0-5-R1-Vert_S35_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18336745	49.52439167
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0076-IG-AOI-L0-5-R2-Vert_S47_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18336745	49.52439167
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0077-IG-AOI-L0-5-R3-Vert_S59_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18336745	49.52439167
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0078-IG-AOI-L0-5-DUP-Vert_S71_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-07-31	-92.18336745	49.52439167
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0079-IG-AOI-ST-9-R1-Vert_S83_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-01	-92.23429324	49.52778819
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0080-IG-AOI-ST-9-R2-Vert_S94_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-01	-92.23429324	49.52778819
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0081-IG-AOI-ST-9-R3-Vert_S12_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-01	-92.23429324	49.52778819
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0082-IG-AOI-ST-9-DUP-Vert_S24_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-01	-92.23429324	49.52778819
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0083-IG-XAOI-LK-9-R1-Vert_S36_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28293755	49.53445311
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0084-IG-XAOI-LK-9-R2-Vert_S48_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28293755	49.53445311
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0085-IG-XAOI-LK-9-R3-Vert_S60_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28293755	49.53445311
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0086-IG-XAOI-WM-7-R1-Vert_S72_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28934311	49.53249348
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0087-IG-XAOI-WM-7-R2-Vert_S84_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28934311	49.53249348
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0088-IG-XAOI-WM-7-R3-Vert_S95_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28934311	49.53249348
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0089-IG-XAOI-WM-7-DUP-Vert_S96_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.28934311	49.53249348
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0090-IG-XAOI-WM-7-NEG-Vert_S108_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Field NEG	2021-08-02	-92.28934311	49.53249348
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0091-IG-XAOI-ST-19-R1-Vert_S120_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.24465948	49.53417268
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0092-IG-XAOI-ST-19-R2-Vert_S132_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.24465948	49.53417268
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0093-IG-XAOI-ST-19-R3-Vert_S144_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-02	-92.24465948	49.53417268
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0094-IG-XAOI-WS-31-R1-Vert_S156_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-03	-92.2868911	49.47466771
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0095-IG-XAOI-WS-31-R2-Vert_S168_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-03	-92.2868911	49.47466771
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0096-IG-XAOI-WS-31-R3-Vert_S180_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-03	-92.2868911	49.47466771
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0097-IG-XAOI-WS-31-DUP-Vert_S97_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-03	-92.2868911	49.47466771
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0098-IG-AOI-ST-12-R1-Vert_S109_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.17230662	49.52923892
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0099-IG-AOI-ST-12-R2-Vert_S121_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.17230662	49.52923892
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0100-IG-AOI-ST-12-R3-Vert_S133_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.17230662	49.52923892
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0101-IG-AOI-ST-12-DUP-Vert_S145_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.17230662	49.52923892
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0102-IG-XAOI-WP-1-R1-Vert_S157_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.18159812	49.5536082
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0103-IG-XAOI-WP-1-R2-Vert_S169_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.18159812	49.5536082
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0104-IG-XAOI-WP-1-R3-Vert_S181_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-04	-92.18159812	49.5536082
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0105-IG-XAOI-WP-1-NEG-Vert_S98_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Field NEG	2021-08-04	-92.18159812	49.5536082
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0106-IG-XAOI-WS-34-R1-Vert_S110_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.16972329	49.53176164
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0107-IG-XAOI-WS-34-R2-Vert_S122_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.16972329	49.53176164
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0108-IG-XAOI-WS-34-R3-Vert_S134_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.16972329	49.53176164
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0109-IG-XAOI-WS-34-DUP-Vert_S146_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.16972329	49.53176164
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0110-IG-XAOI-WS-34-NEG-Vert_S158_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Field NEG	2021-08-05	-92.16972329	49.53176164
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0111-IG-AOI-L1-7-R1-Vert_S170_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.17396176	49.52968475
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0112-IG-AOI-L1-7-R2-Vert_S182_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.17396176	49.52968475
2023_03_17_2248_21-085597-NMWO-run2-305632343_Merge_SEP_21-085597-0113-IG-AOI-L1-7-R3-Vert_S99_L001	21-085597-NMWO-run2-305632343	Guelph - AFL	Sample	2021-08-05	-92.17396176	49.52968475
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0001-IG-AOI-ST-3-R1-Vert_S97_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.22687328	49.49742289
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0002-IG-AOI-ST-3-R2-Vert_S98_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.22687328	49.49742289
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0003-IG-AOI-ST-3-R3-Vert_S99_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.22687328	49.49742289
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0004-IG-AOI-ST-14-R1-Vert_S100_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.26238559	49.5081082
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0005-IG-AOI-ST-14-R2-Vert_S101_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.26238559	49.5081082
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0006-IG-AOI-ST-14-R3-Vert_S102_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.26238559	49.5081082
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0007-IG-AOI-L1-1-R1-Vert_S103_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.2636874	49.50479547
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0008-IG-AOI-L1-1-R2-Vert_S104_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.2636874	49.50479547
2023_03_17_2317_21-096064-NMWO-run1-MiFish-Vert-311382413_Merge_SEP_21-096064-0009-IG-AOI-L1-1-R3-Vert_S105_L001	21-096064-NMWO-run1-MiFish-Vert-311382413	Guelph - AFL	Sample	2021-09-25	-92.2636874	49.50479547
