Sample	Run	Lab	Type	Date	North	West
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0099-IG-XAOI-ST-2-R3-Inv_S9_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.28870567	49.49572989
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0100-IG-XAOI-ST-2-DUP-Inv_S10_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.28870567	49.49572989
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0101-IG-XAOI-ST-2-NEG-Inv_S11_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-09-21	-92.28870567	49.49572989
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0102-IG-AOI-L1-11-R1-Inv_S12_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.24969036	49.51813559
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0103-IG-AOI-L1-11-R2-Inv_S13_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.24969036	49.51813559
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0104-IG-AOI-L1-11-R3-Inv_S14_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.24969036	49.51813559
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0105-IG-AOI-L1-11-DUP-Inv_S15_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.24969036	49.51813559
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0106-IG-XAOI-WM-6-R1-Inv_S16_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.30158642	49.47575616
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0107-IG-XAOI-WM-6-R2-Inv_S17_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.30158642	49.47575616
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0108-IG-XAOI-WM-6-R3-Inv_S18_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.30158642	49.47575616
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0109-IG-XAOI-WM-6-DUP-Inv_S19_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.30158642	49.47575616
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0110-IG-XAOI-WS-31-R1-Inv_S20_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.2868911	49.47466771
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0111-IG-XAOI-WS-31-R2-Inv_S21_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.2868911	49.47466771
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0112-IG-XAOI-WS-31-R3-Inv_S22_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-21	-92.2868911	49.47466771
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0113-IG-XAOI-ST-16-R1-Inv_S23_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-16	-92.30622806	49.53309749
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0114-IG-XAOI-ST-16-R2-Inv_S24_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-16	-92.30622806	49.53309749
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0115-IG-XAOI-ST-16-R3-Inv_S25_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-16	-92.30622806	49.53309749
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0116-IG-XAOI-ST-16-DUP-Inv_S26_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-16	-92.30622806	49.53309749
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0117-IG-AOI-L0-4-R1-Inv_S27_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18729205	49.52389235
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0118-IG-AOI-L0-4-R2-Inv_S28_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18729205	49.52389235
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0119-IG-AOI-L0-4-R3-Inv_S29_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18729205	49.52389235
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0120-IG-AOI-L0-4-DUP-Inv_S30_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18729205	49.52389235
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0121-IG-AOI-ST-11-R1-Inv_S31_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18369791	49.52432292
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0122-IG-AOI-ST-11-R2-Inv_S32_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18369791	49.52432292
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0123-IG-AOI-ST-11-R3-Inv_S33_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18369791	49.52432292
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0124-IG-AOI-ST-11-NEG-Inv_S34_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-09-19	-92.18369791	49.52432292
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0125-IG-XAOI-WS-30-R1-Inv_S35_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.26428063	49.55131192
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0126-IG-XAOI-WS-30-R2-Inv_S36_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.26428063	49.55131192
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0127-IG-XAOI-WS-30-R3-Inv_S37_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.26428063	49.55131192
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0128-IG-XAOI-WP-8-NEG-Inv_S38_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-10-03	-92.21336198	49.49902957
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0129-IG-AOI-L0-5-R1-Inv_S39_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18336745	49.52439167
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0130-IG-AOI-L0-5-R2-Inv_S40_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18336745	49.52439167
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0131-IG-AOI-L0-5-R3-Inv_S41_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18336745	49.52439167
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0132-IG-AOI-L0-5-DUP-Inv_S42_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.18336745	49.52439167
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0133-IG-AOI-L1-6-R1-Inv_S43_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.19609551	49.52343144
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0134-IG-AOI-L1-6-R2-Inv_S44_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.19609551	49.52343144
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0135-IG-AOI-L1-6-R3-Inv_S45_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-19	-92.19609551	49.52343144
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0136-IG-AOI-L1-3-R1-Inv_S46_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21080242	49.51457134
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0137-IG-AOI-L1-3-R2-Inv_S47_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21080242	49.51457134
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0138-IG-AOI-L1-3-R3-Inv_S48_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21080242	49.51457134
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0139-IG-AOI-L1-3-DUP-Inv_S49_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21080242	49.51457134
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0140-IG-AOI-L1-3-NEG-Inv_S50_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-09-22	-92.21080242	49.51457134
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0141-IG-AOI-ST-19-R1-Inv_S51_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21011092	49.51535702
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0142-IG-AOI-ST-19-R2-Inv_S52_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21011092	49.51535702
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0143-IG-AOI-ST-19-R3-Inv_S53_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21011092	49.51535702
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0144-IG-AOI-WP-11-R1-Inv_S54_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21257949	49.51446327
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0145-IG-AOI-WP-11-R2-Inv_S55_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21257949	49.51446327
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0146-IG-AOI-WP-11-R3-Inv_S56_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-22	-92.21257949	49.51446327
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0147-IG-XAOI-WP-12-R1-Inv_S57_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-03	-92.28524051	49.49722697
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0148-IG-XAOI-WP-12-R2-Inv_S58_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-03	-92.28524051	49.49722697
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0149-IG-XAOI-WP-12-R3-Inv_S59_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-03	-92.28524051	49.49722697
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0150-IG-XAOI-WP-12-DUP-Inv_S60_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-03	-92.28524051	49.49722697
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0151-IG-XAOI-WP-6-R1-Inv_S61_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.21828666	49.54705689
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0152-IG-XAOI-WP-6-R2-Inv_S62_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.21828666	49.54705689
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0153-IG-XAOI-WP-6-R3-Inv_S63_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.21828666	49.54705689
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0154-IG-XAOI-WP-6-DUP-Inv_S64_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.21828666	49.54705689
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0155-IG-XAOI-WP-6-NEG-Inv_S65_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-10-02	-92.21828666	49.54705689
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0156-IG-XAOI-WM-8-R1-Inv_S66_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.19612852	49.5640468
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0157-IG-XAOI-WM-8-R2-Inv_S67_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.19612852	49.5640468
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0158-IG-XAOI-WM-8-R3-Inv_S68_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-10-02	-92.19612852	49.5640468
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0159-IG-XAOI-ST-12-R1-Inv_S69_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-23	-92.29542019	49.52328564
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0160-IG-XAOI-ST-12-R2-Inv_S70_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-23	-92.29542019	49.52328564
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0161-IG-XAOI-ST-12-R3-Inv_S71_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-23	-92.29542019	49.52328564
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0162-IG-XAOI-ST-12-NEG-Inv_S72_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-09-23	-92.29542019	49.52328564
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0163-IG-XAOI-ST-3-R1-Inv_S73_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.21604679	49.56417839
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0164-IG-XAOI-ST-3-R2-Inv_S74_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.21604679	49.56417839
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0165-IG-XAOI-ST-3-R3-Inv_S75_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.21604679	49.56417839
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0166-IG-XAOI-ST-3-DUP-Inv_S76_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.21604679	49.56417839
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0167-IG-AOI-ST-10-R1-Inv_S77_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19321817	49.51360602
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0168-IG-AOI-ST-10-R2-Inv_S78_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19321817	49.51360602
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0169-IG-AOI-ST-10-R3-Inv_S79_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19321817	49.51360602
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0170-IG-AOI-ST-10-DUP-Inv_S80_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19321817	49.51360602
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0171-IG-AOI-ST-10-NEG-Inv_S81_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Field NEG	2021-09-30	-92.19321817	49.51360602
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0172-IG-XAOI-ST-10-R1-Inv_S82_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.20309965	49.56396136
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0173-IG-XAOI-ST-10-R2-Inv_S83_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.20309965	49.56396136
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0174-IG-XAOI-ST-10-R3-Inv_S84_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-29	-92.20309965	49.56396136
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0175-IG-AOI-L1-4-R3-Inv_S85_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19430383	49.52253217
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0176-IG-AOI-L1-10-R1-Inv_S86_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19723288	49.51780448
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0177-IG-AOI-L1-10-R2-Inv_S87_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19723288	49.51780448
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0178-IG-AOI-L1-10-R3-Inv_S88_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19723288	49.51780448
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0179-IG-AOI-L1-4-R1-Inv_S89_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19430383	49.52253217
2023_03_19_1846_21-096064-NMWO-run3-Vert-Inv-313355519_Merge_SEP_21-096064-0180-IG-AOI-L1-4-R2-Inv_S90_L001	21-096064-NMWO-run2redo-Inv-MiFish-312811525	Guelph - AFL	Sample	2021-09-30	-92.19430383	49.52253217
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0002-IG-XAOI-ST-20-R1-Inv_S1_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.26345303	49.51956788
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0003-IG-XAOI-ST-20-R2-Inv_S2_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.26345303	49.51956788
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0004-IG-XAOI-ST-20-R3-Inv_S3_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.26345303	49.51956788
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0005-IG-XAOI-WM-4-R1-Inv_S4_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.29444288	49.46443912
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0006-IG-XAOI-WM-4-R2-Inv_S5_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.29444288	49.46443912
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0007-IG-XAOI-WM-4-R3-Inv_S6_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.29444288	49.46443912
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0008-IG-XAOI-WS-35-R1-Inv_S7_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.26063566	49.46336872
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0009-IG-XAOI-WS-35-R2-Inv_S8_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.26063566	49.46336872
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0010-IG-XAOI-WS-35-R3-Inv_S9_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-24	-92.26063566	49.46336872
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0011-IG-XAOI-ST-8-R1-Inv_S10_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.25955398	49.52638591
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0012-IG-XAOI-ST-8-R2-Inv_S11_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.25955398	49.52638591
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0013-IG-XAOI-ST-8-R3-Inv_S12_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.25955398	49.52638591
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0014-IG-XAOI-ST-8-DUP-Inv_S13_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-27	-92.25955398	49.52638591
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0015-IG-AOI-ST-17-R1-Inv_S14_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.24303496	49.50002955
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0016-IG-AOI-ST-17-R2-Inv_S15_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.24303496	49.50002955
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0017-IG-AOI-ST-17-R3-Inv_S16_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.24303496	49.50002955
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0018-IG-AOI-ST-17-DUP-Inv_S17_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.24303496	49.50002955
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0019-IG-AOI-L1-2-R1-Inv_S18_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.23872029	49.50764325
2023_03_19_2014_21-096073-NMWO-run1-MiFish-Inv-313526485_Merge_SEP_21-096073-0020-IG-AOI-L1-2-R2-Inv_S19_L001	21-096073-NMWO-run1-MiFish-Inv-313526485	Guelph - AFL	Sample	2021-09-25	-92.23872029	49.50764325
